Segment_ID;road_outer_left X;road_outer_left Y;road_outer_left Z;road_inner_left X;road_inner_left Y;road_inner_left Z;road_center X;road_center Y;road_center Z;road_inner_right X;road_inner_right Y;road_inner_right Z;road_outer_right X;road_outer_right Y;road_outer_right Z
772;-951.5896;129.2382;20.5138;-950.1859;125.4734;20.4146;-949.4841;123.591;20.3649;-948.7823;121.7086;20.3153;-947.3785;117.9439;20.216
773;-948.0228;130.4922;20.5915;-946.7549;126.6864;20.4823;-946.121;124.7835;20.4327;-945.4871;122.8806;20.383;-944.2192;119.0748;20.2838
774;-944.3988;131.6193;20.6458;-943.2805;127.7764;20.5466;-942.7213;125.855;20.4969;-942.1622;123.9335;20.4473;-941.0439;120.0907;20.3481
775;-940.7278;132.6075;20.7165;-939.7662;128.7279;20.6072;-939.2853;126.7881;20.5576;-938.8044;124.8483;20.5079;-937.843;120.9687;20.4086
776;-937.0202;133.4448;20.7633;-936.2156;129.5251;20.664;-935.8134;127.5653;20.6144;-935.4111;125.6055;20.5648;-934.6065;121.6858;20.4655
777;-933.2809;134.1328;20.8161;-932.6339;130.1728;20.717;-932.3104;128.1928;20.6674;-931.9869;126.2128;20.6178;-931.3398;122.2528;20.5187
778;-929.5151;134.6734;20.8753;-929.0262;130.6756;20.7662;-928.7819;128.6768;20.7167;-928.5375;126.6779;20.6672;-928.0486;122.6801;20.5681
779;-925.714;135.0544;20.911;-925.3951;131.0233;20.8118;-925.2357;129.0077;20.7622;-925.0763;126.9921;20.7126;-924.7575;122.961;20.6135
780;-921.8688;135.2636;20.9535;-921.7429;131.2053;20.8538;-921.6799;129.1761;20.8039;-921.617;127.147;20.754;-921.4912;123.0887;20.6569
781;-918.0195;135.3006;21.0024;-918.0834;131.2253;20.892;-918.1153;129.1877;20.8422;-918.1472;127.1501;20.7925;-918.2111;123.0748;20.7013
782;-914.2059;135.1646;21.0271;-914.4301;131.0868;20.9281;-914.5422;129.0479;20.877;-914.6543;127.009;20.8258;-914.8785;122.9312;20.7277
783;-910.4179;134.8805;21.0591;-910.788;130.8118;20.9676;-910.973;128.7774;20.9127;-911.1581;126.743;20.8577;-911.5283;122.6743;20.7563
784;-906.6452;134.4728;21.0965;-907.1618;130.422;20.9876;-907.42;128.3966;20.9365;-907.6783;126.3712;20.8854;-908.1949;122.3204;20.7848
785;-902.8827;133.9209;21.1214;-903.554;129.8978;21.011;-903.8896;127.8863;20.9608;-904.2252;125.8747;20.9106;-904.8964;121.8516;20.8102
786;-899.1252;133.2041;21.1328;-899.9672;129.2194;21.0341;-900.3882;127.2271;20.9831;-900.8092;125.2348;20.9321;-901.6511;121.2502;20.8318
787;-895.3957;132.3287;21.1514;-896.4086;128.3941;21.0602;-896.915;126.4268;21.0055;-897.4215;124.4595;20.9508;-898.4343;120.5249;20.8496
788;-891.7172;131.3013;21.1648;-892.8853;127.4292;21.0662;-893.4694;125.4931;21.0153;-894.0535;123.557;20.9643;-895.2216;119.6849;20.864
789;-888.0909;130.1241;21.1864;-889.4066;126.323;21.0853;-890.0645;124.4225;21.0307;-890.7224;122.522;20.976;-892.0381;118.7209;20.8749
790;-884.5177;128.7991;21.1826;-885.9815;125.0741;21.0842;-886.7134;123.2116;21.0333;-887.4453;121.3491;20.9824;-888.9091;117.6241;20.8848
791;-881.0055;127.334;21.186;-882.615;123.6821;21.086;-883.4197;121.8561;21.0364;-884.2245;120.0302;20.9869;-885.834;116.3783;20.9059
792;-877.5622;125.7363;21.1857;-879.3122;122.1466;21.0856;-880.1873;120.3518;21.0356;-881.0623;118.557;20.9855;-882.8123;114.9673;20.888
793;-874.1791;124.0058;21.1918;-876.0687;120.4781;21.0817;-877.0135;118.7143;21.0327;-877.9583;116.9504;20.9837;-879.8479;113.4227;20.8815
794;-870.8475;122.1423;21.1747;-872.88;118.6868;21.0755;-873.8962;116.9591;21.03;-874.9124;115.2314;20.9844;-876.9449;111.776;20.8852
795;-867.6002;120.1501;21.164;-869.772;116.7773;21.0639;-870.8579;115.091;21.0149;-871.9439;113.4046;20.9658;-874.1157;110.0318;20.8636
796;-864.47;118.0341;21.1508;-866.7711;114.7542;21.0492;-867.9216;113.1143;20.9992;-869.0721;111.4744;20.9492;-871.3731;108.1945;20.8492
797;-861.458;115.8465;21.1405;-863.8602;112.6464;21.0315;-865.0613;111.0464;20.9811;-866.2624;109.4463;20.9307;-868.6646;106.2463;20.8408
798;-858.5648;113.6393;21.1094;-861.0223;110.4826;21.0079;-862.2511;108.9043;20.9581;-863.4799;107.3259;20.9082;-865.9375;104.1692;20.8085
799;-855.731;111.4225;21.0829;-858.2211;108.2908;20.9833;-859.4661;106.725;20.9335;-860.7111;105.1592;20.8837;-863.2011;102.0276;20.7841
800;-850.1185;106.9416;21.0285;-852.6174;103.8149;20.9192;-853.8668;102.2516;20.8699;-855.1163;100.6883;20.8207;-857.6152;97.5616;20.7303
801;-844.5097;102.4359;20.9485;-846.9883;99.3163;20.8547;-848.2391;97.7545;20.8022;-849.4901;96.1926;20.7498;-851.9919;93.069;20.646
802;-838.9543;98.0096;20.8592;-841.4558;94.8898;20.7608;-842.7065;93.3299;20.7156;-843.9573;91.77;20.6704;-846.4588;88.6502;20.5718
803;-836.4814;96.0274;20.8135;-838.9818;92.9091;20.7164;-840.2321;91.3499;20.6703;-841.4823;89.7907;20.6242;-843.9774;86.6735;20.5296
804;-833.4422;93.5915;20.7572;-835.9414;90.4749;20.6619;-837.1909;88.9165;20.6147;-838.4405;87.3582;20.5675;-840.9277;84.2442;20.4777
805;-827.8242;89.093;20.6403;-830.3209;85.9774;20.54;-831.5692;84.4195;20.4898;-832.8175;82.8617;20.4396;-835.3142;79.7461;20.3393
806;-822.208;84.5986;20.5134;-824.7027;81.4834;20.4217;-825.95;79.9258;20.3669;-827.1973;78.3682;20.312;-829.6919;75.253;20.2103
807;-816.6865;80.181;20.371;-819.1802;77.0669;20.2795;-820.427;75.5098;20.2247;-821.6738;73.9527;20.1699;-824.1675;70.8385;20.0684
808;-811.1363;75.7415;20.2178;-813.6301;72.6279;20.1092;-814.877;71.0712;20.059;-816.1238;69.5144;20.0087;-818.6175;66.4008;19.9092
809;-805.5653;71.2911;20.0412;-808.0637;68.1762;19.9324;-809.3103;66.6194;19.8831;-810.5569;65.0627;19.8337;-813.0565;61.9474;19.7348
810;-800.0043;66.837;19.8429;-802.4964;63.7245;19.7486;-803.7427;62.1682;19.702;-804.9889;60.6119;19.6553;-807.4815;57.4992;19.561
811;-794.4609;62.3762;19.6602;-796.9303;59.2733;19.5429;-798.177;57.7182;19.4983;-799.4238;56.1631;19.4537;-801.9163;53.0533;19.3653
812;-789.0169;58.0476;19.4396;-791.506;54.9362;19.3318;-792.7505;53.3804;19.2828;-793.9951;51.8247;19.2339;-796.4842;48.7133;19.136
813;-783.485;53.6285;19.2007;-785.9612;50.5164;19.0936;-787.2026;48.9592;19.0441;-788.4441;47.402;18.9945;-790.927;44.2875;18.8965
814;-777.8575;49.1612;18.9422;-780.3376;46.0456;18.8338;-781.5777;44.4879;18.7845;-782.8178;42.9301;18.7353;-785.2979;39.8145;18.6368
815;-772.1888;44.6588;18.6649;-774.6679;41.543;18.5659;-775.9075;39.9851;18.517;-777.1471;38.4273;18.468;-779.6262;35.3115;18.378
816;-766.53;40.1666;18.3936;-769.0088;37.0508;18.2942;-770.2482;35.493;18.2445;-771.4876;33.9351;18.1947;-773.9664;30.8194;18.0953
817;-760.8437;35.6538;18.1162;-763.3221;32.5379;18.0162;-764.5613;30.9799;17.9663;-765.8006;29.4219;17.9163;-768.2643;26.3124;17.8163
818;-755.232;31.2013;17.8328;-757.7093;28.084;17.7324;-758.9479;26.5254;17.6822;-760.1866;24.9668;17.6319;-762.6639;21.8495;17.5315
819;-752.5871;29.1052;17.693;-755.0632;25.986;17.5877;-756.3013;24.4264;17.5374;-757.5393;22.8668;17.4871;-760.0154;19.7476;17.3866
820;-749.7744;26.876;17.5444;-752.2492;23.7548;17.4337;-753.4866;22.1942;17.3834;-754.7239;20.6336;17.3331;-757.1987;17.5123;17.2325
821;-744.1774;22.4562;17.2017;-746.6499;19.3281;17.1086;-747.8861;17.764;17.0552;-749.1223;16.2;17.0018;-751.5948;13.0719;16.9014
822;-742.7906;21.3661;17.1169;-745.2626;18.234;17.0257;-746.4985;16.6679;16.9711;-747.7345;15.1019;16.9164;-750.2065;11.9699;16.8152
823;-741.3999;20.2724;17.0305;-743.8727;17.1367;16.9368;-745.109;15.5688;16.8832;-746.3454;14.001;16.8295;-748.8182;10.8654;16.7287
824;-740.0012;19.1715;16.9436;-742.4775;16.033;16.8448;-743.7157;14.4637;16.7935;-744.9538;12.8945;16.7421;-747.4301;9.756;16.6414
825;-738.5905;18.06;16.8561;-741.0744;14.9197;16.755;-742.3163;13.3496;16.7045;-743.5582;11.7795;16.654;-746.042;8.6393;16.5529
826;-737.1639;16.9341;16.7671;-739.6607;13.7937;16.6657;-740.9091;12.2234;16.615;-742.1575;10.6532;16.5643;-744.6542;7.5128;16.4629
827;-735.7172;15.7755;16.6759;-738.2391;12.6449;16.5748;-739.5001;11.0797;16.5243;-740.7611;9.5144;16.4737;-743.283;6.3838;16.3726
828;-734.2459;14.5659;16.5816;-736.8121;11.4637;16.4822;-738.0952;9.9126;16.4325;-739.3784;8.3615;16.3828;-741.9446;5.2593;16.2833
829;-732.7459;13.2869;16.4834;-735.3824;10.2401;16.3877;-736.7007;8.7167;16.3398;-738.0189;7.1933;16.292;-740.6554;4.1465;16.1989
830;-731.2129;11.9201;16.3805;-733.9525;8.9642;16.2912;-735.3223;7.4863;16.2465;-736.6921;6.0084;16.2019;-739.4318;3.0525;16.1226
831;-729.6858;10.4591;16.2736;-732.5529;7.6298;16.1941;-733.9865;6.2151;16.1532;-735.42;4.8004;16.1122;-738.2871;1.9711;16.0346
832;-728.2031;8.8976;16.164;-731.2137;6.2305;16.0999;-732.719;4.8969;16.0614;-734.2244;3.5633;16.0229;-737.235;0.8961;15.9521
833;-726.8038;7.2292;16.0574;-729.9655;4.7599;16.0021;-731.5464;3.5252;15.9678;-733.1273;2.2906;15.9336;-736.2891;-0.1788;15.8733
834;-725.5266;5.4476;15.9479;-728.8386;3.2118;15.8968;-730.4946;2.0939;15.8696;-732.1507;0.9761;15.8424;-735.4627;-1.2597;15.7941
835;-724.3785;3.5672;15.8291;-727.8343;1.5904;15.7882;-729.5623;0.602;15.7694;-731.2902;-0.3864;15.7506;-734.746;-2.3632;15.7143
836;-723.3665;1.6027;15.7081;-726.954;-0.1001;15.6829;-728.7478;-0.9515;15.6705;-730.5415;-1.8029;15.658;-734.129;-3.5057;15.6378
837;-722.4976;-0.4313;15.5918;-726.1989;-1.8554;15.578;-728.0496;-2.5675;15.5711;-729.9003;-3.2796;15.5642;-733.6016;-4.7038;15.5604
838;-721.7789;-2.5202;15.4757;-725.5706;-3.6715;15.4723;-727.4664;-4.2471;15.4706;-729.3622;-4.8227;15.4689;-733.1539;-5.9739;15.4698
839;-721.2092;-4.6412;15.3597;-725.0694;-5.5237;15.3662;-726.9995;-5.965;15.3695;-728.9295;-6.4063;15.3727;-732.7897;-7.2889;15.3891
840;-720.7875;-6.7711;15.2443;-724.696;-7.388;15.2603;-726.6501;-7.6964;15.2697;-728.6044;-8.0048;15.2792;-732.5129;-8.6216;15.2965
841;-720.5125;-8.8871;15.1306;-724.4507;-9.2398;15.1555;-726.4198;-9.4161;15.1717;-728.389;-9.5924;15.1879;-732.3272;-9.945;15.2059
842;-720.3832;-10.9664;15.0268;-724.3344;-11.0549;15.052;-726.3099;-11.0992;15.0735;-728.2855;-11.1434;15.0951;-732.2367;-11.2319;15.1203
843;-720.3932;-13.0096;14.9052;-724.3421;-12.8393;14.9479;-726.3165;-12.7542;14.9732;-728.291;-12.669;14.9984;-732.24;-12.4987;15.0343
844;-720.5359;-15.0179;14.7931;-724.4693;-14.5992;14.8441;-726.436;-14.3898;14.8717;-728.4027;-14.1804;14.8994;-732.3361;-13.7617;14.9481
845;-720.8048;-16.992;14.6894;-724.7111;-16.3405;14.7403;-726.6642;-16.0147;14.7708;-728.6174;-15.6889;14.8014;-732.5237;-15.0373;14.8673
846;-721.1935;-18.933;14.5756;-725.0629;-18.0693;14.6356;-726.9977;-17.6375;14.6705;-728.9324;-17.2056;14.7055;-732.8018;-16.342;14.7894
847;-721.6764;-20.8297;14.4527;-725.5042;-19.7796;14.5301;-727.4181;-19.2545;14.5697;-729.332;-18.7294;14.6092;-733.1598;-17.6793;14.6995
848;-722.2279;-22.6713;14.3395;-726.0144;-21.4652;14.4243;-727.9076;-20.8622;14.4679;-729.8008;-20.2591;14.5116;-733.5873;-19.053;14.6103
849;-722.8223;-24.4466;14.2358;-726.5728;-23.12;14.3183;-728.448;-22.4567;14.3648;-730.3232;-21.7933;14.4113;-734.0737;-20.4667;14.5213
850;-723.434;-26.1448;14.1175;-727.1589;-24.7379;14.2125;-729.0214;-24.0344;14.2608;-730.8838;-23.3309;14.3092;-734.6086;-21.924;14.4124
851;-724.0532;-27.7697;14.0105;-727.7608;-26.3138;14.1075;-729.6146;-25.5859;14.1572;-731.4685;-24.858;14.2069;-735.1762;-23.4021;14.3122
852;-724.6699;-29.3248;13.913;-728.3668;-27.8427;14.004;-730.2152;-27.1017;14.056;-732.0637;-26.3606;14.1081;-735.7606;-24.8784;14.2237
853;-725.2744;-30.8142;13.8039;-728.9649;-29.3195;13.9034;-730.8102;-28.5721;13.9579;-732.6555;-27.8247;14.0125;-736.346;-26.33;14.1194
854;-725.8567;-32.2414;13.7028;-729.5433;-30.739;13.8057;-731.3867;-29.9878;13.8613;-733.23;-29.2365;13.9169;-736.9167;-27.7341;14.017
855;-726.4223;-33.6221;13.61;-730.1069;-32.1156;13.7093;-731.9492;-31.3624;13.7643;-733.7915;-30.6091;13.8192;-737.4762;-29.1026;13.9209
856;-726.9769;-34.9718;13.5199;-730.6607;-33.4636;13.615;-732.5026;-32.7096;13.6678;-734.3445;-31.9555;13.7206;-738.0283;-30.4474;13.8298
857;-727.526;-36.3059;13.4282;-731.2095;-34.7974;13.5217;-733.0513;-34.0431;13.5727;-734.8931;-33.2888;13.6237;-738.5767;-31.7803;13.7358
858;-729.2808;-40.5682;13.1144;-732.9636;-39.0586;13.2128;-734.8051;-38.3038;13.2641;-736.6465;-37.5489;13.3154;-740.3294;-36.0393;13.4231
859;-731.0355;-44.8305;12.8006;-734.7177;-43.3198;12.9038;-736.5588;-42.5645;12.9555;-738.3999;-41.8091;13.0071;-742.0821;-40.2983;13.1103
860;-732.4619;-48.2955;12.5487;-736.1452;-46.7871;12.6475;-737.9868;-46.0329;12.6994;-739.8285;-45.2787;12.7512;-743.5118;-43.7702;12.855
861;-733.8882;-51.7605;12.2967;-737.5726;-50.2544;12.3911;-739.4149;-49.5013;12.4432;-741.2571;-48.7482;12.4954;-744.9415;-47.2421;12.5998
862;-735.1089;-54.7266;12.0686;-738.7931;-53.2197;12.1727;-740.6353;-52.4663;12.2228;-742.4774;-51.7129;12.2729;-746.1616;-50.2061;12.377
863;-736.3296;-57.6926;11.8405;-740.0137;-56.1851;11.9544;-741.8557;-55.4314;12.0024;-743.6977;-54.6776;12.0503;-747.3818;-53.1701;12.1542
864;-738.0511;-61.8756;11.5342;-741.7326;-60.3631;11.6405;-743.5734;-59.6068;11.6908;-745.4141;-58.8506;11.7411;-749.0956;-57.3381;11.8442
865;-738.8735;-63.874;11.3878;-742.5538;-62.3591;11.4906;-744.3939;-61.6017;11.5419;-746.2341;-60.8442;11.5933;-749.9144;-59.3293;11.6961
866;-740.1636;-67.0089;11.1798;-743.8467;-65.5006;11.2755;-745.6882;-64.7465;11.3256;-747.5297;-63.9924;11.3756;-751.2128;-62.4842;11.4757
867;-741.7931;-70.9683;10.9172;-745.4796;-69.4685;11.0039;-747.3229;-68.7186;11.0523;-749.1661;-67.9687;11.1007;-752.8527;-66.4688;11.1974
868;-742.5742;-72.864;10.7903;-746.2596;-71.3602;10.8854;-748.1023;-70.6084;10.9329;-749.945;-69.8565;10.9804;-753.6304;-68.3528;11.0763
869;-743.3546;-74.7577;10.6775;-747.0392;-73.2507;10.7725;-748.8815;-72.4972;10.817;-750.7237;-71.7436;10.8614;-754.4083;-70.2366;10.957
870;-744.1336;-76.6478;10.566;-747.8179;-75.1386;10.6594;-749.66;-74.384;10.702;-751.5022;-73.6294;10.7446;-755.1865;-72.1201;10.8443
871;-744.9106;-78.5322;10.4581;-748.5955;-77.0226;10.5417;-750.4379;-76.2678;10.5858;-752.2803;-75.513;10.6299;-755.9652;-74.0033;10.7326
872;-745.6848;-80.4092;10.3424;-749.3714;-78.9015;10.4256;-751.2146;-78.1476;10.4719;-753.0579;-77.3938;10.5182;-756.7445;-75.8861;10.6175
873;-746.4295;-82.2252;10.2315;-750.1216;-80.7297;10.3203;-751.9676;-79.982;10.3666;-753.8136;-79.2342;10.4128;-757.5057;-77.7387;10.5063
874;-747.1182;-83.9268;10.1507;-750.8221;-82.4617;10.2274;-752.6741;-81.7292;10.2717;-754.5261;-80.9967;10.316;-758.23;-79.5316;10.4074
875;-747.7242;-85.4604;10.0632;-751.4489;-84.052;10.148;-753.3113;-83.3478;10.1891;-755.1738;-82.6436;10.2301;-758.8986;-81.2351;10.3214
876;-748.2207;-86.7725;9.9913;-751.978;-85.4549;10.0795;-753.8567;-84.7961;10.1182;-755.7354;-84.1373;10.1569;-759.4926;-82.8196;10.2523
877;-748.6194;-87.9296;9.9318;-752.4163;-86.7414;10.0173;-754.3147;-86.1473;10.0545;-756.2131;-85.5532;10.0917;-760.01;-84.365;10.1783
878;-748.9315;-88.9977;9.8901;-752.7705;-87.9822;9.9591;-754.6899;-87.4743;9.9955;-756.6094;-86.9665;10.0318;-760.4484;-85.951;10.1173
879;-749.1686;-90.0433;9.8515;-753.0476;-89.248;9.9036;-754.9871;-88.8504;9.9386;-756.9266;-88.4527;9.9735;-760.8055;-87.6573;10.0623
880;-749.342;-91.1326;9.8071;-753.2544;-90.6097;9.85;-755.2107;-90.3482;9.8806;-757.1669;-90.0868;9.9112;-761.0793;-89.5639;9.9894
881;-749.4422;-92.2483;9.7559;-753.3753;-92.0359;9.7947;-755.3418;-91.9298;9.8208;-757.3083;-91.8237;9.8468;-761.2415;-91.6114;9.9013
882;-749.4597;-93.3728;9.7011;-753.3943;-93.4954;9.7416;-755.3617;-93.5567;9.7612;-757.329;-93.6181;9.7808;-761.2636;-93.7407;9.8236
883;-749.3848;-94.4889;9.6508;-753.2957;-94.9568;9.6889;-755.2512;-95.1908;9.7013;-757.2068;-95.4248;9.7138;-761.1177;-95.8927;9.7456
884;-749.208;-95.5792;9.6027;-753.0638;-96.3888;9.6329;-754.9917;-96.7937;9.6393;-756.9197;-97.1985;9.6456;-760.7755;-98.0081;9.6662
885;-748.9276;-96.6406;9.56;-752.6925;-97.7896;9.5718;-754.575;-98.3641;9.5733;-756.4575;-98.9386;9.5748;-760.2224;-100.0876;9.5851
886;-748.5418;-97.6702;9.5151;-752.1757;-99.1573;9.5129;-753.9927;-99.9008;9.5079;-755.8097;-100.6444;9.5028;-759.4436;-102.1316;9.5106
887;-748.0486;-98.6648;9.461;-751.5073;-100.4901;9.4477;-753.2367;-101.4027;9.4374;-754.966;-102.3154;9.4271;-758.4247;-104.1408;9.4134
888;-747.4465;-99.6215;9.4058;-750.6813;-101.7863;9.3773;-752.2986;-102.8687;9.3631;-753.916;-103.951;9.3488;-757.1508;-106.1157;9.3218
889;-746.7298;-100.5342;9.3546;-749.7072;-103.0278;9.3076;-751.1959;-104.2747;9.2909;-752.6847;-105.5215;9.2743;-755.6622;-108.0153;9.229
890;-745.8927;-101.3966;9.3015;-748.5949;-104.1971;9.2411;-749.946;-105.5974;9.2197;-751.2971;-106.9976;9.1983;-753.9993;-109.7981;9.1378
891;-744.9297;-102.2026;9.2463;-747.3539;-105.2761;9.1751;-748.566;-106.8129;9.1463;-749.7781;-108.3497;9.1175;-752.2024;-111.4232;9.0532
892;-743.8352;-102.9462;9.1903;-745.994;-106.2472;9.1119;-747.0734;-107.8977;9.0755;-748.1528;-109.5482;9.0392;-750.3116;-112.8492;8.9844
893;-742.6179;-103.6396;9.1389;-744.5354;-107.1243;9.0518;-745.4941;-108.8666;9.0111;-746.4529;-110.6089;8.9704;-748.3704;-114.0937;8.8924
894;-741.2865;-104.295;9.0935;-742.9984;-107.9214;8.9941;-743.8545;-109.7346;8.9525;-744.7105;-111.5477;8.9109;-746.4224;-115.174;8.8148
895;-739.8498;-104.9248;9.0425;-741.4035;-108.6525;8.9385;-742.1803;-110.5163;8.8956;-742.9572;-112.3801;8.8527;-744.511;-116.1077;8.7486
896;-738.3165;-105.5413;8.9833;-739.7709;-109.3316;8.883;-740.4981;-111.2268;8.8372;-741.2253;-113.1219;8.7914;-742.6704;-116.9036;8.6866
897;-736.71;-106.1478;8.9284;-738.1097;-109.9714;8.8287;-738.8096;-111.8832;8.7796;-739.5095;-113.795;8.7305;-740.9092;-117.6186;8.6308
898;-735.0538;-106.7481;8.8758;-736.4292;-110.5848;8.7755;-737.1169;-112.5031;8.7253;-737.8046;-114.4214;8.6752;-739.1801;-118.2584;8.5849
899;-733.3717;-107.3465;8.8231;-734.739;-111.1856;8.7227;-735.4225;-113.1047;8.6725;-736.1059;-115.0238;8.6223;-737.473;-118.8625;8.5237
900;-731.6869;-107.946;8.7705;-733.048;-111.7861;8.67;-733.7283;-113.7054;8.6198;-734.4085;-115.6247;8.5696;-735.7735;-119.4674;8.4693
901;-730.0002;-108.5466;8.718;-731.3565;-112.3867;8.6175;-732.0343;-114.3056;8.5673;-732.712;-116.2245;8.5171;-734.0722;-120.0753;8.4162
902;-728.3121;-109.148;8.6656;-729.6647;-112.9874;8.565;-730.3405;-114.9056;8.5148;-731.0163;-116.8238;8.4646;-732.3852;-120.676;8.3641
903;-726.6235;-109.7501;8.6132;-727.9729;-113.5884;8.5126;-728.647;-115.5058;8.4623;-729.321;-117.4231;8.4121;-730.6779;-121.2825;8.3108
904;-719.8929;-112.1496;8.4254;-721.2422;-115.9799;8.3097;-721.9156;-117.8919;8.2568;-722.5892;-119.8039;8.2039;-723.9567;-123.6852;8.1015
905;-713.1675;-114.5468;8.1971;-714.5183;-118.3684;8.0962;-715.1923;-120.2752;8.0459;-715.8662;-122.1819;7.9956;-717.2392;-126.0656;7.8928
906;-706.4217;-116.9691;7.9861;-707.7699;-120.7841;7.8854;-708.4423;-122.6867;7.8352;-709.1146;-124.5893;7.7849;-710.4838;-128.4629;7.6823
907;-699.6834;-119.4025;7.7742;-701.0289;-123.2161;7.6735;-701.6997;-125.1174;7.6234;-702.3705;-127.0187;7.5732;-703.7312;-130.8748;7.4712
908;-692.9658;-121.8327;7.5635;-694.3112;-125.6453;7.4722;-694.9822;-127.5467;7.4175;-695.6531;-129.4481;7.3628;-697.0109;-133.2643;7.262
909;-686.2983;-124.2308;7.3578;-687.6522;-128.0456;7.2631;-688.3255;-129.9463;7.2103;-688.9988;-131.847;7.1575;-690.3426;-135.6404;7.0533
910;-679.6227;-126.6255;7.1452;-680.9774;-130.4296;7.0452;-681.6537;-132.3289;6.9951;-682.3301;-134.2282;6.9451;-683.6808;-138.0213;6.8454
911;-672.8843;-129.0373;6.9511;-674.2424;-132.8339;6.8658;-674.9211;-134.7312;6.8057;-675.5998;-136.6285;6.7456;-676.9566;-140.4213;6.6359
912;-666.1593;-131.463;6.7308;-667.5189;-135.2513;6.6365;-668.1987;-137.1455;6.5838;-668.8785;-139.0398;6.531;-670.238;-142.8278;6.4266
913;-659.4321;-133.8907;6.5277;-660.7929;-137.675;6.4314;-661.4733;-139.5671;6.3792;-662.1538;-141.4592;6.3271;-663.5146;-145.2435;6.2181
914;-652.7043;-136.3067;6.3074;-654.0677;-140.0923;6.2076;-654.7484;-141.9838;6.1577;-655.4292;-143.8752;6.1078;-656.786;-147.6517;6.0081
915;-645.9716;-138.727;6.1078;-647.3334;-142.5098;5.9982;-648.0143;-144.4012;5.9488;-648.6951;-146.2926;5.8995;-650.0569;-150.0754;5.8191
916;-639.2822;-141.12;5.891;-640.6494;-144.9102;5.8006;-641.3306;-146.8017;5.7485;-642.0117;-148.6931;5.6965;-643.374;-152.4761;5.6116
917;-632.6397;-143.52;5.6848;-634.0026;-147.303;5.5944;-634.684;-149.1945;5.5401;-635.3654;-151.0861;5.4858;-636.7283;-154.8691;5.3855
918;-625.9609;-145.9343;5.4766;-627.3233;-149.7175;5.3771;-628.0045;-151.6091;5.3273;-628.6858;-153.5007;5.2775;-630.0465;-157.2811;5.188
919;-619.2354;-148.3689;5.2795;-620.5969;-152.1522;5.1881;-621.2776;-154.0439;5.1292;-621.9584;-155.9356;5.0704;-623.3198;-159.719;4.969
920;-612.5107;-150.7964;5.0589;-613.8722;-154.5794;4.9603;-614.5529;-156.4709;4.915;-615.2336;-158.3624;4.8698;-616.5976;-162.1498;4.7612
921;-605.7948;-153.2313;4.8588;-607.1563;-156.9968;4.7518;-607.8383;-158.8877;4.7038;-608.5202;-160.7786;4.6559;-609.8822;-164.5569;4.5621
922;-599.0871;-155.6546;4.6425;-600.4467;-159.4086;4.5425;-601.131;-161.2981;4.4951;-601.8152;-163.1876;4.4477;-603.1837;-166.9667;4.3542
923;-592.3689;-158.0724;4.4254;-593.7365;-161.8236;4.344;-594.4236;-163.7107;4.29;-595.1108;-165.5977;4.236;-596.4828;-169.3672;4.1462
924;-585.6392;-160.5068;4.2184;-587.0114;-164.2522;4.1293;-587.7014;-166.1353;4.0778;-588.3914;-168.0183;4.0263;-589.7714;-171.7844;3.9277
925;-578.9036;-162.949;4.0175;-580.2834;-166.689;3.9256;-580.9758;-168.567;3.8764;-581.6683;-170.445;3.8273;-583.0516;-174.1975;3.73
926;-572.1785;-165.3851;3.8106;-573.5649;-169.1264;3.7069;-574.2587;-170.9989;3.6578;-574.9526;-172.8715;3.6087;-576.3333;-176.5997;3.5107
927;-565.5253;-167.7808;3.5942;-566.9217;-171.5391;3.5116;-567.6152;-173.4057;3.4644;-568.3087;-175.2722;3.4171;-569.6957;-179.0053;3.3155
928;-558.8936;-170.1798;3.3974;-560.2928;-173.9463;3.2966;-560.9846;-175.8073;3.2543;-561.6764;-177.6682;3.2119;-563.0509;-181.3665;3.1202
929;-552.1914;-172.6002;3.1979;-553.5947;-176.3772;3.0889;-554.2842;-178.2326;3.0397;-554.9737;-180.0881;2.9905;-556.3556;-183.8068;2.9022
930;-545.4851;-175.0251;2.979;-546.889;-178.8097;2.9069;-547.5761;-180.6597;2.8481;-548.2632;-182.5097;2.7894;-549.6374;-186.2097;2.6952
931;-538.7718;-177.4431;2.7812;-540.1813;-181.2421;2.6903;-540.8662;-183.0868;2.6342;-541.5512;-184.9314;2.5781;-542.921;-188.6203;2.4785
932;-532.0382;-179.8751;2.5619;-533.4517;-183.6841;2.4681;-534.1346;-185.5231;2.4189;-534.8176;-187.3621;2.3697;-536.1833;-191.0399;2.2714
933;-525.3002;-182.3093;2.3604;-526.7171;-186.1302;2.2701;-527.3978;-187.9639;2.2184;-528.0785;-189.7975;2.1666;-529.4399;-193.4647;2.0639
934;-518.5675;-184.7337;2.1476;-519.9892;-188.5762;2.0522;-520.667;-190.4055;2.0054;-521.3448;-192.2348;1.9587;-522.7065;-195.9167;1.8658
935;-511.8791;-187.1431;1.9393;-513.304;-191.0088;1.8451;-513.9777;-192.8351;1.7959;-514.6514;-194.6613;1.7466;-515.9987;-198.3137;1.6481
936;-505.2321;-189.5364;1.734;-506.6558;-193.4256;1.6429;-507.3244;-195.2508;1.591;-507.993;-197.0759;1.539;-509.3302;-200.7262;1.4399
